"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","940","Verify that selecting a 4th tag is blocked","tests.ui.create_news_tests","Thu Mar 05 15:06:54 UTC 2026","passed","Thu Mar 05 15:06:55 UTC 2026","TestTagSelection","tag_selection_test","",""
"","2456","test_create_and_delete_news[chrome]","tests.ui","Thu Mar 05 15:07:40 UTC 2026","broken","Thu Mar 05 15:07:43 UTC 2026","","delete_news_test","",""
"Verify that the Create News form contains the particular fields.","9916","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Thu Mar 05 15:08:12 UTC 2026","passed","Thu Mar 05 15:08:22 UTC 2026","","edit_news_form_visibility_test","",""
"Verify that updating EcoNews without providing an image works correctly","285","test_update_eco_news_by_id_without_image","tests.api.econews_by_id","Thu Mar 05 15:05:53 UTC 2026","passed","Thu Mar 05 15:05:53 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"Verify that the Create News form contains the particular fields.","6083","test_verify_create_news_form_fields_visibility[chrome-Language.EN]","tests.ui.create_news_tests","Thu Mar 05 15:06:16 UTC 2026","passed","Thu Mar 05 15:06:22 UTC 2026","","create_news_form_visibility_test","",""
"","1003","test_create_and_verify_news","tests.api","Thu Mar 05 15:05:59 UTC 2026","passed","Thu Mar 05 15:06:00 UTC 2026","","test_create_news_success","",""
"","1229","Check selection of one tag","tests.ui.create_news_tests","Thu Mar 05 15:06:40 UTC 2026","failed","Thu Mar 05 15:06:42 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","196","test_get_eco_news_by_lang[en-Title in English should not be null]","tests.api.econews_by_id","Thu Mar 05 15:05:55 UTC 2026","passed","Thu Mar 05 15:05:55 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that updating EcoNews with a specific image is successful","546","test_update_eco_news_by_id_with_image","tests.api.econews_by_id","Thu Mar 05 15:05:57 UTC 2026","passed","Thu Mar 05 15:05:58 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"","568","test_api_is_work","tests.api","Thu Mar 05 15:05:50 UTC 2026","passed","Thu Mar 05 15:05:50 UTC 2026","","base_api_test","",""
"Verify that the Create News form contains the particular fields.","6090","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Thu Mar 05 15:06:28 UTC 2026","passed","Thu Mar 05 15:06:34 UTC 2026","","create_news_form_visibility_test","",""
"","6","test_edit_content_not_shorter_than_20_chars_not_accepted[chrome]","tests.ui.create_news_tests","Thu Mar 05 15:07:11 UTC 2026","broken","Thu Mar 05 15:07:11 UTC 2026","","too_short_content_test","",""
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","209","test_get_eco_news_by_lang[uk-Title in Ukrainian should not be null]","tests.api.econews_by_id","Thu Mar 05 15:05:55 UTC 2026","passed","Thu Mar 05 15:05:55 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"","0","Verify news details elements and content","tests.ui","Thu Mar 05 15:09:50 UTC 2026","skipped","Thu Mar 05 15:09:50 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Add and remove news from favorites (Authorized)","tests.api.econews_by_id","Thu Mar 05 15:05:58 UTC 2026","broken","Thu Mar 05 15:05:58 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"","303","test_get_news_success","tests.api","Thu Mar 05 15:06:00 UTC 2026","passed","Thu Mar 05 15:06:01 UTC 2026","","test_create_news_success","",""
"","1423","Check selection of three tags","tests.ui.create_news_tests","Thu Mar 05 15:06:47 UTC 2026","failed","Thu Mar 05 15:06:48 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify creating news with three tags","1678","test_three_tags_selection[chrome]","tests.ui","Thu Mar 05 15:09:39 UTC 2026","passed","Thu Mar 05 15:09:40 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify like functionality","tests.ui","Thu Mar 05 15:09:50 UTC 2026","skipped","Thu Mar 05 15:09:50 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","9939","test_verify_edit_news_form_fields_visibility[Language.UK-chrome]","tests.ui.edit_news_tests","Thu Mar 05 15:08:31 UTC 2026","passed","Thu Mar 05 15:08:41 UTC 2026","","edit_news_form_visibility_test","",""
"Verify that an authorized user can successfully delete an existing EcoNews item","888","test_delete_eco_news_by_id","tests.api.econews_by_id","Thu Mar 05 15:05:53 UTC 2026","passed","Thu Mar 05 15:05:54 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"","1876","test_base_navigate[chrome]","tests.ui","Thu Mar 05 15:09:53 UTC 2026","passed","Thu Mar 05 15:09:55 UTC 2026","","test_stub","",""
"Verify that deleting a non-existing EcoNews returns 404 Not Found","228","test_delete_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Thu Mar 05 15:05:54 UTC 2026","passed","Thu Mar 05 15:05:54 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"","0","Verify navigation and UI state","tests.ui","Thu Mar 05 15:09:50 UTC 2026","skipped","Thu Mar 05 15:09:50 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the 'Edit news' button is not visible for news created by other users","11695","test_edit_button_not_visible_to_other_users[chrome]","tests.ui.edit_news_tests","Thu Mar 05 15:07:52 UTC 2026","passed","Thu Mar 05 15:08:04 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
