"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that updating EcoNews with invalid id, tag, title, content returns 400 Bad Request","857","test_update_eco_news_by_id_should_return_400","tests.api.econews_by_id","Fri Mar 13 11:08:15 UTC 2026","passed","Fri Mar 13 11:08:15 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"
    Verify the behavior of the Source field in the Create EcoNews page.

    Scenarios:
    1. Create a news item with mandatory fields only and publish successfully.
    2. Attempt to create a news item with an invalid source link.
       Verify that the validation error is displayed and the Publish button is disabled.
    ","2662","Verify Source field validation during news creation","tests.ui.create_news_tests","Fri Mar 13 11:10:47 UTC 2026","passed","Fri Mar 13 11:10:49 UTC 2026","","source_validation_test","",""
" Verify that the 'Edit news' button is visible and enabled only to the author of the news. ","71","Verify that the 'Edit news' button is visible only to the author of the news","tests.ui.edit_news_tests","Fri Mar 13 11:12:48 UTC 2026","passed","Fri Mar 13 11:12:48 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"","265","Verify that active replies for a comment can be retrieved for a specific page (page=0, size=10).","tests.api.econews_comment","Fri Mar 13 11:08:26 UTC 2026","passed","Fri Mar 13 11:08:26 UTC 2026","TestEcoNewsCommentReplies","news_comments_replies_test","",""
"Verify that a valid PNG image is being uploaded.","173","The test checks successful validation when uploading a valid PNG image","tests.ui.create_news_tests","Fri Mar 13 11:12:16 UTC 2026","passed","Fri Mar 13 11:12:16 UTC 2026","TestUploadImage","upload_image_test","",""
"
        Verify that the system returns 400 Bad Request when invalid pagination
        or sorting parameters are provided.
        ","320","Verify 400 Bad Request is returned for invalid pagination or sorting parameters","tests.api.econews_comment","Fri Mar 13 11:08:27 UTC 2026","passed","Fri Mar 13 11:08:28 UTC 2026","TestEcoNewsCommentReplies","news_comments_replies_test","",""
"Test adding a news item to favorites and then removing it.","154","Add and remove news from favorites (Authorized)","tests.api.econews_by_id","Fri Mar 13 11:08:19 UTC 2026","passed","Fri Mar 13 11:08:19 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"Verify that the Sign In link inside Sign Up modal navigates back to Sign In form","1418","Clicking 'Sign In' link in Sign Up modal opens Sign In modal","tests.ui.auth_tests","Fri Mar 13 11:10:00 UTC 2026","passed","Fri Mar 13 11:10:01 UTC 2026","TestSignUpModal","test_sign_up_modal","",""
"Verify that an attempt to like a user's own EcoNews returns 400 Bad Request with the correct error message.","84","test_like_own_eco_news_should_return_400","tests.api.econews_by_id","Fri Mar 13 11:08:18 UTC 2026","passed","Fri Mar 13 11:08:18 UTC 2026","TestEcoNewsByIdLikes","econews_by_id_test","",""
"
    Test to validate all fields and interactions in the Edit News form.

    Steps:
    1. Set window size and switch language.
    2. Verify Title field behavior: append, prepend, remove characters.
    3. Verify Tags field: selection, deselection, limits.
    4. Verify Image Upload component: visibility, error messages, cropper buttons, change image.
    5. Verify Source field: value, validation message.
    6. Verify Content field: visibility, toolbar, counter, messages, append/prepend/remove content.
    7. Verify Author field.
    8. Verify Post Date field.
    9. Verify Publish/Edit, Preview, Cancel buttons.
    10. Verify Cancel modal functionality.
    11. Verify News Preview page.
    12. Verify Edit News after returning from preview.
    ","10400","Verify that the Create News form contains the particular fields.","tests.ui.edit_news_tests","Fri Mar 13 11:13:19 UTC 2026","passed","Fri Mar 13 11:13:30 UTC 2026","","edit_news_form_visibility_test","",""
"Verify that EcoNews items can be retrieved using query filters.","196","Get EcoNews list filtered by tags and author","tests.api","Fri Mar 13 11:08:30 UTC 2026","passed","Fri Mar 13 11:08:30 UTC 2026","","test_create_news_success","",""
"
    Verify that a user can create an EcoNews item with an image
    and retrieve it later using query parameters.
    ","515","Create EcoNews with image and verify it via query","tests.api","Fri Mar 13 11:08:29 UTC 2026","passed","Fri Mar 13 11:08:30 UTC 2026","","test_create_news_success","",""
"Verify that clicking the close button hides the Sign In modal","10753","Sign In modal closes after clicking the close button","tests.ui.auth_tests","Fri Mar 13 11:09:31 UTC 2026","broken","Fri Mar 13 11:09:42 UTC 2026","TestSignInModal","test_sign_in_modal","",""
