"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that deleting EcoNews without authorization returns 401 status code.","223","test_delete_eco_news_by_id_without_token","tests.api.econews_by_id","Fri Mar 13 10:45:51 UTC 2026","passed","Fri Mar 13 10:45:52 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"Test checks selection of three tags.","1256","Check selection of three tags","tests.ui.create_news_tests","Fri Mar 13 10:47:26 UTC 2026","passed","Fri Mar 13 10:47:27 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that EcoNews items can be retrieved using query filters.","163","Get EcoNews list filtered by tags and author","tests.api","Fri Mar 13 10:46:08 UTC 2026","passed","Fri Mar 13 10:46:09 UTC 2026","","test_create_news_success","",""
"Verify that a comment dislike status toggles correctly by another user.","124","Verify that a comment dislike status toggles correctly","tests.api.econews_comment","Fri Mar 13 10:46:01 UTC 2026","passed","Fri Mar 13 10:46:01 UTC 2026","","news_comments_api_test","",""
"Verify that updating EcoNews without providing an image works correctly","114","test_update_eco_news_by_id_without_image","tests.api.econews_by_id","Fri Mar 13 10:45:52 UTC 2026","passed","Fri Mar 13 10:45:52 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"Verify that a valid PNG image is being uploaded.","159","The test checks successful validation when uploading a valid PNG image","tests.ui.create_news_tests","Fri Mar 13 10:48:39 UTC 2026","passed","Fri Mar 13 10:48:39 UTC 2026","TestUploadImage","upload_image_test","",""
"Verify that an attempt to like a user's own EcoNews returns 400 Bad Request with the correct error message.","59","test_like_own_eco_news_should_return_400","tests.api.econews_by_id","Fri Mar 13 10:45:58 UTC 2026","passed","Fri Mar 13 10:45:58 UTC 2026","TestEcoNewsByIdLikes","econews_by_id_test","",""
" Test creating news with exactly three tags. ","1549","Verify creating news with three tags","tests.ui.create_news_tests","Fri Mar 13 10:48:05 UTC 2026","passed","Fri Mar 13 10:48:07 UTC 2026","TestTagSelection","tag_selection_test","",""
"
    Verify the validation behavior of the Main Text (content) field in the Create News form.

    Steps:
    1. Login and open Create News page.
    2. Fill required fields except content.
    3. Enter too short content (<20 characters) and verify error message and disabled Publish.
    4. Enter too long content (>63,206 characters) and verify error message and disabled Publish.
    5. Enter valid content (>=20 characters) and verify error disappears and Publish button is enabled.
    6. Click Publish to submit the news.
    ","1693","Validate Main Text field for min/max length and Publish button state","tests.ui.create_news_tests","Fri Mar 13 10:46:41 UTC 2026","passed","Fri Mar 13 10:46:43 UTC 2026","","content_validation_test","",""
"Verify that updating EcoNews without authorization returns 401 status code.","39","test_update_eco_news_by_id_without_token","tests.api.econews_by_id","Fri Mar 13 10:45:51 UTC 2026","passed","Fri Mar 13 10:45:51 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"Verify that a user can successfully add a comment to an eco news item with an image.","207","Add comment to eco news","tests.api.econews_comment","Fri Mar 13 10:46:02 UTC 2026","passed","Fri Mar 13 10:46:02 UTC 2026","TestNewsComments","news_comments_api_test","",""
"Verify that updating EcoNews with invalid id, tag, title, content returns 400 Bad Request","975","test_update_eco_news_by_id_should_return_400","tests.api.econews_by_id","Fri Mar 13 10:45:54 UTC 2026","passed","Fri Mar 13 10:45:55 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"
    Verify that all fields in the Create News form are visible and have correct default values.

    Steps:
    1. Set window size and language.
    2. Verify title field and counter.
    3. Verify tags visibility and default selection.
    4. Verify image upload component.
    5. Verify source field visibility and default value.
    6. Verify content field, toolbar, counter, and default text.
    7. Verify author field visibility and value.
    8. Verify post date field visibility.
    9. Verify action buttons (Cancel, Preview, Publish) visibility.
    10. Verify that all fields except author match expected language-specific data.
    ","5926","Verify that the Create News form contains the particular fields.","tests.ui.create_news_tests","Fri Mar 13 10:47:02 UTC 2026","passed","Fri Mar 13 10:47:08 UTC 2026","","create_news_form_visibility_test","",""
"
        Verify that uploading an image larger than 10MB displays a validation error
        and the image is not loaded.
        ","10359","Validation of error message when uploading an image larger than 10MB","tests.ui.create_news_tests","Fri Mar 13 10:48:23 UTC 2026","passed","Fri Mar 13 10:48:34 UTC 2026","TestUploadImage","upload_image_test","",""
"Verify that an attempt to like EcoNews without being authorized returns 401 status code.","36","test_like_another_users_eco_news_by_id_without_token","tests.api.econews_by_id","Fri Mar 13 10:45:58 UTC 2026","passed","Fri Mar 13 10:45:58 UTC 2026","TestEcoNewsByIdLikes","econews_by_id_test","",""
