"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify 'Recommended News' section title","tests.ui","Tue Mar 03 15:59:34 UTC 2026","skipped","Tue Mar 03 15:59:34 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","6539","test_verify_create_news_form_fields_visibility[chrome-Language.EN]","tests.ui.create_news_tests","Tue Mar 03 15:56:06 UTC 2026","passed","Tue Mar 03 15:56:13 UTC 2026","","create_news_form_visibility_test","",""
"","0","Verify news details elements and content","tests.ui","Tue Mar 03 15:59:34 UTC 2026","skipped","Tue Mar 03 15:59:34 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the 'Edit news' button is visible only to the author of the news","79","test_edit_button_visible_to_author[chrome]","tests.ui.edit_news_tests","Tue Mar 03 15:57:34 UTC 2026","passed","Tue Mar 03 15:57:34 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"The test checks validation error when uploading a GIF image (unsupported format)","10146","test_img_upload_gif_negative[chrome]","tests.ui.create_news_tests","Tue Mar 03 15:57:15 UTC 2026","passed","Tue Mar 03 15:57:25 UTC 2026","TestUploadImage","upload_image_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Tue Mar 03 15:59:34 UTC 2026","skipped","Tue Mar 03 15:59:34 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","6713","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Tue Mar 03 15:56:20 UTC 2026","passed","Tue Mar 03 15:56:26 UTC 2026","","create_news_form_visibility_test","",""
"Verify creating news with three tags","1826","test_three_tags_selection[chrome]","tests.ui","Tue Mar 03 15:59:22 UTC 2026","passed","Tue Mar 03 15:59:24 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the author can edit their own news and the changes are saved","3094","test_verify_author_can_edit_own_news[chrome]","tests.ui.edit_news_tests","Tue Mar 03 15:58:32 UTC 2026","passed","Tue Mar 03 15:58:35 UTC 2026","","edit_own_news_test","",""
"","1428","test_cancel_editing_discards_changes[chrome]","tests.ui","Tue Mar 03 15:59:33 UTC 2026","passed","Tue Mar 03 15:59:34 UTC 2026","","test_cancel_editing","",""
"","2306","test_source_field_validation[chrome]","tests.ui.create_news_tests","Tue Mar 03 15:56:55 UTC 2026","passed","Tue Mar 03 15:56:57 UTC 2026","","test_source_field","",""
"Verify that the 'Edit news' button is not visible for news created by other users","10557","test_edit_button_not_visible_to_other_users[chrome]","tests.ui.edit_news_tests","Tue Mar 03 15:57:35 UTC 2026","passed","Tue Mar 03 15:57:46 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"Verify that the Create News form contains the particular fields.","10218","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Tue Mar 03 15:57:54 UTC 2026","passed","Tue Mar 03 15:58:04 UTC 2026","","edit_news_form_visibility_test","",""
"Verify max 3 tags selectable behavior","1642","test_four_tags_selection_blocked[chrome]","tests.ui","Tue Mar 03 15:58:49 UTC 2026","passed","Tue Mar 03 15:58:51 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects away","1286","test_cancel_button_behavior[chrome]","tests.ui.create_news_tests","Tue Mar 03 15:55:59 UTC 2026","passed","Tue Mar 03 15:56:00 UTC 2026","","cancel_creating_test","",""
"","0","Verify like functionality","tests.ui","Tue Mar 03 15:59:34 UTC 2026","skipped","Tue Mar 03 15:59:34 UTC 2026","TestNewsDetails","test_news_details","",""
"","636","test_api_is_work","tests.api","Tue Mar 03 15:55:43 UTC 2026","passed","Tue Mar 03 15:55:44 UTC 2026","","base_api_test","",""
"","1320","Check selection of one tag","tests.ui.create_news_tests","Tue Mar 03 15:56:32 UTC 2026","failed","Tue Mar 03 15:56:34 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify Create News publishing with multiple tags in different locales","1914","test_tag_selection[chrome-Language.EN]","tests.ui","Tue Mar 03 15:58:58 UTC 2026","passed","Tue Mar 03 15:58:59 UTC 2026","TestTagSelection","tag_selection_test","",""
"","5","test_greencity_is_work[chrome]","tests.ui","Tue Mar 03 15:59:35 UTC 2026","passed","Tue Mar 03 15:59:35 UTC 2026","","test_stub","",""
