"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1028","Check selection of one tag","tests.ui.create_news_tests","Fri Mar 06 11:19:24 UTC 2026","failed","Fri Mar 06 11:19:25 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects away","1209","test_cancel_button_behavior[chrome]","tests.ui.create_news_tests","Fri Mar 06 11:18:55 UTC 2026","passed","Fri Mar 06 11:18:56 UTC 2026","","cancel_creating_test","",""
"","192","test_get_news_success","tests.api","Fri Mar 06 11:18:47 UTC 2026","passed","Fri Mar 06 11:18:47 UTC 2026","","test_create_news_success","",""
"The test checks validation error when uploading a GIF image (unsupported format)","10108","test_img_upload_gif_negative[chrome]","tests.ui.create_news_tests","Fri Mar 06 11:20:02 UTC 2026","passed","Fri Mar 06 11:20:12 UTC 2026","TestUploadImage","upload_image_test","",""
"","0","test_title_field_validation","tests.ui.create_news_tests","Fri Mar 06 11:19:45 UTC 2026","broken","Fri Mar 06 11:19:45 UTC 2026","","title_field_validation_test","",""
"Verify that the Create News form contains the particular fields.","9809","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Fri Mar 06 11:20:47 UTC 2026","passed","Fri Mar 06 11:20:56 UTC 2026","","edit_news_form_visibility_test","",""
"Verify Create News publishing with multiple tags in different locales","1553","test_tag_selection[chrome-Language.EN]","tests.ui","Fri Mar 06 11:21:41 UTC 2026","passed","Fri Mar 06 11:21:43 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify news details elements and content","tests.ui","Fri Mar 06 11:22:18 UTC 2026","skipped","Fri Mar 06 11:22:18 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","93","test_get_eco_news_by_lang[en-Title in English should not be null]","tests.api.econews_by_id","Fri Mar 06 11:18:39 UTC 2026","passed","Fri Mar 06 11:18:39 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that EcoNews can be successfully retrieved by ID.","104","test_get_eco_news_by_id","tests.api.econews_by_id","Fri Mar 06 11:18:39 UTC 2026","passed","Fri Mar 06 11:18:39 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"","210","Add the same news twice - Error 400","tests.api.econews_by_id","Fri Mar 06 11:18:42 UTC 2026","passed","Fri Mar 06 11:18:42 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"Verify that updating EcoNews without providing an image works correctly","351","test_update_eco_news_by_id_without_image","tests.api.econews_by_id","Fri Mar 06 11:18:37 UTC 2026","passed","Fri Mar 06 11:18:38 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"","2139","test_create_and_delete_news[chrome]","tests.ui","Fri Mar 06 11:20:17 UTC 2026","broken","Fri Mar 06 11:20:19 UTC 2026","","delete_news_test","",""
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","90","test_get_eco_news_by_lang[uk-Title in Ukrainian should not be null]","tests.api.econews_by_id","Fri Mar 06 11:18:39 UTC 2026","passed","Fri Mar 06 11:18:39 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that updating EcoNews without authorization returns 401 status code.","210","test_update_eco_news_by_id_without_token","tests.api.econews_by_id","Fri Mar 06 11:18:36 UTC 2026","passed","Fri Mar 06 11:18:37 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"","1260","test_cancel_editing_discards_changes[chrome]","tests.ui","Fri Mar 06 11:22:16 UTC 2026","passed","Fri Mar 06 11:22:18 UTC 2026","","test_cancel_editing","",""
"Verify that the Create News form contains the particular fields.","9705","test_verify_edit_news_form_fields_visibility[Language.UK-chrome]","tests.ui.edit_news_tests","Fri Mar 06 11:21:04 UTC 2026","passed","Fri Mar 06 11:21:14 UTC 2026","","edit_news_form_visibility_test","",""
"","906","Verify that selecting a 4th tag is blocked","tests.ui.create_news_tests","Fri Mar 06 11:19:37 UTC 2026","passed","Fri Mar 06 11:19:38 UTC 2026","TestTagSelection","tag_selection_test","",""
"","6","test_greencity_is_work[chrome]","tests.ui","Fri Mar 06 11:22:21 UTC 2026","passed","Fri Mar 06 11:22:21 UTC 2026","","test_stub","",""
"Verify creating news with single tag","1295","test_single_tag_selection[chrome]","tests.ui","Fri Mar 06 11:22:02 UTC 2026","passed","Fri Mar 06 11:22:03 UTC 2026","TestTagSelection","tag_selection_test","",""
"","354","test_api_is_work","tests.api","Fri Mar 06 11:18:36 UTC 2026","passed","Fri Mar 06 11:18:36 UTC 2026","","base_api_test","",""
"Verify Create News publishing with multiple tags in different locales","6614","test_tag_selection[chrome-Language.UK]","tests.ui","Fri Mar 06 11:21:49 UTC 2026","passed","Fri Mar 06 11:21:56 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify like functionality","tests.ui","Fri Mar 06 11:22:18 UTC 2026","skipped","Fri Mar 06 11:22:18 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Validation of error message when uploading an image larger than 10MB","tests.ui.create_news_tests","Fri Mar 06 11:19:38 UTC 2026","broken","Fri Mar 06 11:19:38 UTC 2026","TestNewsImageSizeValidation","test_image_size_validation","",""
"
        Test goals:
        1. Navigate to 'Create News' page.
        2. Fill title and content.
        3. Verify preview page data (title, text, date, author).
        4. Verify navigation back to the creation page.
    ","0","Verify news preview content and navigation back to edit","tests.ui","Fri Mar 06 11:22:10 UTC 2026","broken","Fri Mar 06 11:22:10 UTC 2026","TestNewsDetails","test_basic_preview_functionality","",""
"","0","Verify 'Recommended News' section title","tests.ui","Fri Mar 06 11:22:18 UTC 2026","skipped","Fri Mar 06 11:22:18 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that deleting EcoNews without authorization returns 401 status code.","80","test_delete_eco_news_by_id_without_token","tests.api.econews_by_id","Fri Mar 06 11:18:37 UTC 2026","passed","Fri Mar 06 11:18:37 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"Verify that updating EcoNews with invalid id, tag, title, content returns 400 Bad Request","895","test_update_eco_news_by_id_should_return_400","tests.api.econews_by_id","Fri Mar 06 11:18:39 UTC 2026","passed","Fri Mar 06 11:18:40 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"The test checks successful validation when uploading a valid PNG image","161","test_img_upload_positive[chrome]","tests.ui.create_news_tests","Fri Mar 06 11:19:57 UTC 2026","passed","Fri Mar 06 11:19:57 UTC 2026","TestUploadImage","upload_image_test","",""
"","78","Attempt to add to favorites without token - Error 401","tests.api.econews_by_id","Fri Mar 06 11:18:43 UTC 2026","passed","Fri Mar 06 11:18:43 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"Verify that the Create News form contains the particular fields.","5939","test_verify_create_news_form_fields_visibility[chrome-Language.EN]","tests.ui.create_news_tests","Fri Mar 06 11:19:02 UTC 2026","passed","Fri Mar 06 11:19:08 UTC 2026","","create_news_form_visibility_test","",""
"Test: Add a comment to eco news.","270","test_add_comment_to_eco_news","tests.api","Fri Mar 06 11:18:43 UTC 2026","passed","Fri Mar 06 11:18:44 UTC 2026","TestNewsComments","news_comments_test","",""
"Verify creating news with three tags","1469","test_three_tags_selection[chrome]","tests.ui","Fri Mar 06 11:22:08 UTC 2026","passed","Fri Mar 06 11:22:10 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that requesting a non-existing EcoNews returns 404 status code.","89","test_get_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Fri Mar 06 11:18:39 UTC 2026","passed","Fri Mar 06 11:18:39 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that the Create News form contains the particular fields.","5873","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Fri Mar 06 11:19:13 UTC 2026","passed","Fri Mar 06 11:19:19 UTC 2026","","create_news_form_visibility_test","",""
"Verify max 3 tags selectable behavior","1535","test_four_tags_selection_blocked[chrome]","tests.ui","Fri Mar 06 11:21:35 UTC 2026","passed","Fri Mar 06 11:21:36 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Edit News page disables the Edit button and highlights the title field when the title is empty","491","test_empty_title_field[chrome]","tests.ui.edit_news_tests","Fri Mar 06 11:21:29 UTC 2026","passed","Fri Mar 06 11:21:29 UTC 2026","","empty_title_validation_test","",""
"","0","Verify navigation and UI state","tests.ui","Fri Mar 06 11:22:18 UTC 2026","skipped","Fri Mar 06 11:22:18 UTC 2026","TestNewsDetails","test_news_details","",""
"Test: Delete a comment by its ID.","122","test_delete_comment_by_id","tests.api","Fri Mar 06 11:18:46 UTC 2026","passed","Fri Mar 06 11:18:46 UTC 2026","TestNewsComments","news_comments_test","",""
"","82","test_get_tags","tests.api","Fri Mar 06 11:18:47 UTC 2026","passed","Fri Mar 06 11:18:47 UTC 2026","","test_get_tags","",""
"Verify that an authorized user can successfully delete an existing EcoNews item","409","test_delete_eco_news_by_id","tests.api.econews_by_id","Fri Mar 06 11:18:38 UTC 2026","passed","Fri Mar 06 11:18:38 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"Verify that updating EcoNews with a specific image is successful","556","test_update_eco_news_by_id_with_image","tests.api.econews_by_id","Fri Mar 06 11:18:40 UTC 2026","passed","Fri Mar 06 11:18:40 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that deleting a non-existing EcoNews returns 404 Not Found","97","test_delete_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Fri Mar 06 11:18:38 UTC 2026","passed","Fri Mar 06 11:18:38 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"","581","test_create_and_verify_news","tests.api","Fri Mar 06 11:18:46 UTC 2026","passed","Fri Mar 06 11:18:47 UTC 2026","","test_create_news_success","",""
"","0","Verify navigation to a recommended news card","tests.ui","Fri Mar 06 11:22:18 UTC 2026","skipped","Fri Mar 06 11:22:18 UTC 2026","TestNewsDetails","test_news_details","",""
"","8","test_edit_content_not_shorter_than_20_chars_not_accepted[chrome]","tests.ui.create_news_tests","Fri Mar 06 11:19:52 UTC 2026","broken","Fri Mar 06 11:19:52 UTC 2026","","too_short_content_test","",""
"","1233","Check selection of three tags","tests.ui.create_news_tests","Fri Mar 06 11:19:30 UTC 2026","failed","Fri Mar 06 11:19:31 UTC 2026","TestTagSelection","tag_selection_test","",""
"Test: Get a comment by its ID.","109","test_get_comment_by_id","tests.api","Fri Mar 06 11:18:45 UTC 2026","passed","Fri Mar 06 11:18:45 UTC 2026","TestNewsComments","news_comments_test","",""
"Verify that the author can edit their own news and the changes are saved","2560","test_verify_author_can_edit_own_news[chrome]","tests.ui.edit_news_tests","Fri Mar 06 11:21:20 UTC 2026","passed","Fri Mar 06 11:21:22 UTC 2026","","edit_own_news_test","",""
