"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify navigation to a recommended news card","tests.ui","Tue Mar 03 13:07:17 UTC 2026","skipped","Tue Mar 03 13:07:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","1190","Check selection of one tag","tests.ui.create_news_tests","Tue Mar 03 13:06:55 UTC 2026","passed","Tue Mar 03 13:06:57 UTC 2026","TestTagSelection","tag_selection_test","",""
"","28","test_greencity_is_work[chrome]","tests.ui","Tue Mar 03 13:07:18 UTC 2026","passed","Tue Mar 03 13:07:18 UTC 2026","","test_stub","",""
"","4533","test_title_field_validation[chrome]","tests.ui.create_news_tests","Tue Mar 03 13:07:12 UTC 2026","passed","Tue Mar 03 13:07:17 UTC 2026","","title_field_validation_test","",""
"","0","Verify like functionality","tests.ui","Tue Mar 03 13:07:17 UTC 2026","skipped","Tue Mar 03 13:07:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","1319","Check selection of three tags","tests.ui.create_news_tests","Tue Mar 03 13:07:03 UTC 2026","passed","Tue Mar 03 13:07:05 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify news details elements and content","tests.ui","Tue Mar 03 13:07:17 UTC 2026","skipped","Tue Mar 03 13:07:17 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects away","1170","test_cancel_button_behavior[chrome]","tests.ui.create_news_tests","Tue Mar 03 13:06:49 UTC 2026","passed","Tue Mar 03 13:06:50 UTC 2026","","cancel_creating_test","",""
"","0","Verify 'Recommended News' section title","tests.ui","Tue Mar 03 13:07:17 UTC 2026","skipped","Tue Mar 03 13:07:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify navigation and UI state","tests.ui","Tue Mar 03 13:07:17 UTC 2026","skipped","Tue Mar 03 13:07:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","2625","test_base_navigate[chrome]","tests.ui","Tue Mar 03 13:07:20 UTC 2026","passed","Tue Mar 03 13:07:22 UTC 2026","","test_stub","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Tue Mar 03 13:07:17 UTC 2026","skipped","Tue Mar 03 13:07:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","891","Verify that selecting a 4th tag is blocked","tests.ui.create_news_tests","Tue Mar 03 13:07:10 UTC 2026","passed","Tue Mar 03 13:07:11 UTC 2026","TestTagSelection","tag_selection_test","",""
