"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test checks successful validation when uploading a valid PNG image","154","test_img_upload_positive[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:26:55 UTC 2026","passed","Tue Mar 03 14:26:55 UTC 2026","TestUploadImage","upload_image_test","",""
"Verify that the Create News form contains the particular fields.","7762","test_verify_edit_news_form_fields_visibility[Language.UK-chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:27:50 UTC 2026","broken","Tue Mar 03 14:27:58 UTC 2026","","edit_news_form_visibility_test","",""
"","4","test_greencity_is_work[chrome]","tests.ui","Tue Mar 03 14:28:46 UTC 2026","passed","Tue Mar 03 14:28:46 UTC 2026","","test_stub","",""
"","942","Verify that selecting a 4th tag is blocked","tests.ui.create_news_tests","Tue Mar 03 14:26:37 UTC 2026","passed","Tue Mar 03 14:26:38 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Edit News page disables the Edit button and highlights the title field when the title is empty","499","test_empty_title_field[chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:28:13 UTC 2026","passed","Tue Mar 03 14:28:13 UTC 2026","","empty_title_validation_test","",""
"","0","Verify 'Recommended News' section title","tests.ui","Tue Mar 03 14:28:44 UTC 2026","skipped","Tue Mar 03 14:28:44 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify creating news with three tags","1490","test_three_tags_selection[chrome]","tests.ui","Tue Mar 03 14:28:42 UTC 2026","passed","Tue Mar 03 14:28:44 UTC 2026","TestTagSelection","tag_selection_test","",""
"The test checks validation error when uploading a GIF image (unsupported format)","10112","test_img_upload_gif_negative[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:27:00 UTC 2026","passed","Tue Mar 03 14:27:10 UTC 2026","TestUploadImage","upload_image_test","",""
"","0","Verify navigation to a recommended news card","tests.ui","Tue Mar 03 14:28:44 UTC 2026","skipped","Tue Mar 03 14:28:44 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify max 3 tags selectable behavior","1602","test_four_tags_selection_blocked[chrome]","tests.ui","Tue Mar 03 14:28:17 UTC 2026","passed","Tue Mar 03 14:28:19 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","7502","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:27:36 UTC 2026","broken","Tue Mar 03 14:27:44 UTC 2026","","edit_news_form_visibility_test","",""
"","1073","Check selection of one tag","tests.ui.create_news_tests","Tue Mar 03 14:26:24 UTC 2026","failed","Tue Mar 03 14:26:25 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify Create News publishing with multiple tags in different locales","1671","test_tag_selection[chrome-Language.UK]","tests.ui","Tue Mar 03 14:28:31 UTC 2026","passed","Tue Mar 03 14:28:32 UTC 2026","TestTagSelection","tag_selection_test","",""
"","2118","test_source_field_validation[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:26:43 UTC 2026","passed","Tue Mar 03 14:26:45 UTC 2026","","test_source_field","",""
"Verify Create News publishing with multiple tags in different locales","1561","test_tag_selection[chrome-Language.EN]","tests.ui","Tue Mar 03 14:28:24 UTC 2026","passed","Tue Mar 03 14:28:26 UTC 2026","TestTagSelection","tag_selection_test","",""
"","448","test_base_navigate[chrome]","tests.ui","Tue Mar 03 14:28:49 UTC 2026","passed","Tue Mar 03 14:28:49 UTC 2026","","test_stub","",""
"","2388","test_title_field_validation[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:26:47 UTC 2026","passed","Tue Mar 03 14:26:50 UTC 2026","","title_field_validation_test","",""
"Verify creating news with single tag","1254","test_single_tag_selection[chrome]","tests.ui","Tue Mar 03 14:28:36 UTC 2026","passed","Tue Mar 03 14:28:38 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify navigation and UI state","tests.ui","Tue Mar 03 14:28:44 UTC 2026","skipped","Tue Mar 03 14:28:44 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","4047","test_verify_create_news_form_fields_visibility[chrome-Language.EN]","tests.ui.create_news_tests","Tue Mar 03 14:26:05 UTC 2026","broken","Tue Mar 03 14:26:09 UTC 2026","","create_news_form_visibility_test","",""
"Verify that the 'Edit news' button is not visible for news created by other users","10300","test_edit_button_not_visible_to_other_users[chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:27:19 UTC 2026","passed","Tue Mar 03 14:27:30 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"Verify that the 'Edit news' button is visible only to the author of the news","53","test_edit_button_visible_to_author[chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:27:17 UTC 2026","passed","Tue Mar 03 14:27:17 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"","1209","Check selection of three tags","tests.ui.create_news_tests","Tue Mar 03 14:26:30 UTC 2026","failed","Tue Mar 03 14:26:32 UTC 2026","TestTagSelection","tag_selection_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Tue Mar 03 14:28:44 UTC 2026","skipped","Tue Mar 03 14:28:44 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","3959","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Tue Mar 03 14:26:15 UTC 2026","broken","Tue Mar 03 14:26:19 UTC 2026","","create_news_form_visibility_test","",""
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects away","1247","test_cancel_button_behavior[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:25:59 UTC 2026","passed","Tue Mar 03 14:26:00 UTC 2026","","cancel_creating_test","",""
"","0","Verify news details elements and content","tests.ui","Tue Mar 03 14:28:44 UTC 2026","skipped","Tue Mar 03 14:28:44 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the author can edit their own news and the changes are saved","2548","test_verify_author_can_edit_own_news[chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:28:05 UTC 2026","passed","Tue Mar 03 14:28:07 UTC 2026","","edit_own_news_test","",""
"","0","Verify like functionality","tests.ui","Tue Mar 03 14:28:44 UTC 2026","skipped","Tue Mar 03 14:28:44 UTC 2026","TestNewsDetails","test_news_details","",""
