"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the Edit News page disables the Edit button and highlights the title field when the title is empty","565","test_empty_title_field[chrome]","tests.ui.edit_news_tests","Thu Mar 05 16:19:42 UTC 2026","passed","Thu Mar 05 16:19:43 UTC 2026","","empty_title_validation_test","",""
"Verify creating news with single tag","1538","test_single_tag_selection[chrome]","tests.ui","Thu Mar 05 16:20:12 UTC 2026","passed","Thu Mar 05 16:20:14 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","6222","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Thu Mar 05 16:17:12 UTC 2026","passed","Thu Mar 05 16:17:18 UTC 2026","","create_news_form_visibility_test","",""
"Verify that EcoNews can be successfully retrieved by ID.","263","test_get_eco_news_by_id","tests.api.econews_by_id","Thu Mar 05 16:16:24 UTC 2026","passed","Thu Mar 05 16:16:24 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Thu Mar 05 16:20:32 UTC 2026","skipped","Thu Mar 05 16:20:32 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that updating EcoNews without providing an image works correctly","304","test_update_eco_news_by_id_without_image","tests.api.econews_by_id","Thu Mar 05 16:16:22 UTC 2026","passed","Thu Mar 05 16:16:23 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"","1423","Check selection of one tag","tests.ui.create_news_tests","Thu Mar 05 16:17:25 UTC 2026","failed","Thu Mar 05 16:17:26 UTC 2026","TestTagSelection","tag_selection_test","",""
"","1425","Check selection of three tags","tests.ui.create_news_tests","Thu Mar 05 16:17:32 UTC 2026","failed","Thu Mar 05 16:17:34 UTC 2026","TestTagSelection","tag_selection_test","",""
"","1066","test_create_and_verify_news","tests.api","Thu Mar 05 16:16:35 UTC 2026","passed","Thu Mar 05 16:16:36 UTC 2026","","test_create_news_success","",""
"","2518","test_base_navigate[chrome]","tests.ui","Thu Mar 05 16:20:34 UTC 2026","passed","Thu Mar 05 16:20:37 UTC 2026","","test_stub","",""
"","0","Verify news details elements and content","tests.ui","Thu Mar 05 16:20:32 UTC 2026","skipped","Thu Mar 05 16:20:32 UTC 2026","TestNewsDetails","test_news_details","",""
"Test: Get a comment by its ID.","237","test_get_comment_by_id","tests.api","Thu Mar 05 16:16:35 UTC 2026","passed","Thu Mar 05 16:16:35 UTC 2026","TestNewsComments","news_comments_test","",""
"Verify that deleting EcoNews without authorization returns 401 status code.","462","test_delete_eco_news_by_id_without_token","tests.api.econews_by_id","Thu Mar 05 16:16:21 UTC 2026","passed","Thu Mar 05 16:16:21 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","256","test_get_eco_news_by_lang[en-Title in English should not be null]","tests.api.econews_by_id","Thu Mar 05 16:16:24 UTC 2026","passed","Thu Mar 05 16:16:25 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"","345","test_get_news_success","tests.api","Thu Mar 05 16:16:36 UTC 2026","passed","Thu Mar 05 16:16:37 UTC 2026","","test_create_news_success","",""
"Verify creating news with three tags","1741","test_three_tags_selection[chrome]","tests.ui","Thu Mar 05 16:20:20 UTC 2026","passed","Thu Mar 05 16:20:22 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the 'Edit news' button is visible only to the author of the news","65","test_edit_button_visible_to_author[chrome]","tests.ui.edit_news_tests","Thu Mar 05 16:18:35 UTC 2026","passed","Thu Mar 05 16:18:35 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"","5","test_greencity_is_work[chrome]","tests.ui","Thu Mar 05 16:20:33 UTC 2026","passed","Thu Mar 05 16:20:33 UTC 2026","","test_stub","",""
"Test: Delete a comment by its ID.","293","test_delete_comment_by_id","tests.api","Thu Mar 05 16:16:35 UTC 2026","passed","Thu Mar 05 16:16:35 UTC 2026","TestNewsComments","news_comments_test","",""
"Verify that updating EcoNews with a specific image is successful","588","test_update_eco_news_by_id_with_image","tests.api.econews_by_id","Thu Mar 05 16:16:27 UTC 2026","passed","Thu Mar 05 16:16:28 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that updating EcoNews without authorization returns 401 status code.","487","test_update_eco_news_by_id_without_token","tests.api.econews_by_id","Thu Mar 05 16:16:20 UTC 2026","passed","Thu Mar 05 16:16:21 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"","5","test_edit_content_not_shorter_than_20_chars_not_accepted[chrome]","tests.ui.create_news_tests","Thu Mar 05 16:17:57 UTC 2026","broken","Thu Mar 05 16:17:57 UTC 2026","","too_short_content_test","",""
"","0","Verify like functionality","tests.ui","Thu Mar 05 16:20:32 UTC 2026","skipped","Thu Mar 05 16:20:32 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that deleting a non-existing EcoNews returns 404 Not Found","404","test_delete_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Thu Mar 05 16:16:23 UTC 2026","passed","Thu Mar 05 16:16:24 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
